,emg timestamp,esp timestamp,ch_1,ch_2,ch_3,ch_4,foot angle,shank angle,shank-90,ankle ankle,index
610,1618666425.231,1618666425.2382,-292.3517151,-121.5542297,-39.59992981,-102.7649689,-1.0,88.6,-1.4000000000000057,0.4000000000000057,610.0
611,1618666425.276,1618666425.27018,-260.0090637,-127.1117172,-46.52248383,-159.4842987,-1.1,88.7,-1.2999999999999972,0.19999999999999707,611.0
612,1618666425.291,1618666425.29716,-251.6316833,-126.1206436,-46.23825455,-154.2746124,-1.1,88.7,-1.2999999999999972,0.19999999999999707,612.0
613,1618666425.291,1618666425.29816,-295.4932251,-123.2222214,-37.59534454,-122.5490417,-1.1,88.7,-1.2999999999999972,0.19999999999999707,613.0
614,1618666425.336,1618666425.33114,-271.8682861,-122.1189499,-33.24584198,-141.6636658,-1.1,88.6,-1.4000000000000057,0.3000000000000056,614.0
615,1618666425.367,1618666425.3691401,-272.2011414,-134.2100525,-46.93387604,-143.0362091,-1.1,88.6,-1.4000000000000057,0.3000000000000056,615.0
616,1618666425.367,1618666425.3701198,-287.6544189,-110.708519,-52.11363602,-137.7666931,-1.1,88.6,-1.4000000000000057,0.3000000000000056,616.0
617,1618666425.396,1618666425.39311,-260.682251,-131.7529297,-37.68884277,-196.6177673,-1.1,88.6,-1.4000000000000057,0.3000000000000056,617.0
618,1618666425.396,1618666425.39411,-291.4990234,-104.5937805,-41.08093262,-64.41603851,-1.1,88.6,-1.4000000000000057,0.3000000000000056,618.0
619,1618666425.427,1618666425.42979,-261.5910339,-114.904686,-38.10771179,-102.8322906,-1.1,88.6,-1.4000000000000057,0.3000000000000056,619.0
620,1618666425.457,1618666425.46179,-274.1907654,-134.0903778,-54.29399872,-125.3876266,-1.1,88.6,-1.4000000000000057,0.3000000000000056,620.0
621,1618666425.457,1618666425.46279,-258.5953674,-110.970314,-49.82855606,-143.8851776,-1.1,88.6,-1.4000000000000057,0.3000000000000056,621.0
622,1618666425.501,1618666425.49775,-274.0187378,-113.0721359,-50.44937897,-137.5759583,-1.0,88.5,-1.5,0.5,622.0
623,1618666425.501,1618666425.49975,-251.1529846,-125.7616196,-62.64893341,-142.6397858,-1.0,88.5,-1.5,0.5,623.0
624,1618666425.531,1618666425.5317302,-250.6256561,-126.3375626,-59.93376541,-132.5831909,-1.1,88.5,-1.5,0.3999999999999999,624.0
625,1618666425.561,1618666425.56271,-268.674408,-142.8454742,-71.97624207,-158.9681854,-1.1,88.5,-1.5,0.3999999999999999,625.0
626,1618666425.561,1618666425.56471,-242.188446,-111.4639816,-80.0506897,-137.957428,-1.1,88.5,-1.5,0.3999999999999999,626.0
627,1618666425.592,1618666425.5947099,-272.0272217,-106.1140518,-71.79859924,-184.9960175,-1.1,88.4,-1.5999999999999943,0.4999999999999942,627.0
628,1618666425.592,1618666425.5967,-256.1289063,-142.7613373,-55.9750824,-170.3019562,-1.1,88.4,-1.5999999999999943,0.4999999999999942,628.0
629,1618666425.622,1618666425.62768,-239.2470093,-141.6767578,-73.8854599,-172.1008453,-1.1,88.4,-1.5999999999999943,0.4999999999999942,629.0
630,1618666425.666,1618666425.66066,-234.175705,-111.5668259,-74.14725494,-159.9611359,-1.0,88.3,-1.7000000000000028,0.7000000000000028,630.0
631,1618666425.666,1618666425.66165,-254.4347382,-117.4908295,-57.17932892,-102.6920395,-1.0,88.3,-1.7000000000000028,0.7000000000000028,631.0
632,1618666425.696,1618666425.69264,-257.0339661,-89.14238739,-43.89894485,-114.7195587,-1.0,88.3,-1.7000000000000028,0.7000000000000028,632.0
633,1618666425.696,1618666425.69364,-242.115509,-119.2111816,-57.52714157,-145.8617096,-1.0,88.3,-1.7000000000000028,0.7000000000000028,633.0
634,1618666425.726,1618666425.7246199,-240.6906128,-170.3430939,-81.92998505,-169.3408051,-1.0,88.2,-1.7999999999999972,0.7999999999999972,634.0
635,1618666425.76,1618666425.7606,-237.6949463,-105.0668793,-68.52993011,-122.098381,-1.1,88.1,-1.9000000000000057,0.8000000000000056,635.0
636,1618666425.76,1618666425.7616,-279.4172668,-142.5032806,-64.68531036,-124.2338638,-1.1,88.1,-1.9000000000000057,0.8000000000000056,636.0
637,1618666425.786,1618666425.79158,-251.4465637,-122.176918,-72.60267639,-115.75177,-1.1,88.1,-1.9000000000000057,0.8000000000000056,637.0
638,1618666425.831,1618666425.8255599,-248.282608,-141.530899,-84.58531952,-147.6045074,-1.1,88.1,-1.9000000000000057,0.8000000000000056,638.0
639,1618666425.831,1618666425.82656,-262.9130859,-113.2722168,-66.43184662,-152.8927155,-1.1,88.1,-1.9000000000000057,0.8000000000000056,639.0
640,1618666425.861,1618666425.85854,-253.7653046,-101.5438919,-64.65164948,-84.73303986,-1.1,88.0,-2.0,0.8999999999999999,640.0
641,1618666425.861,1618666425.86055,-238.9216461,-137.4805908,-66.54403687,-148.6105347,-1.1,88.0,-2.0,0.8999999999999999,641.0
642,1618666425.892,1618666425.89252,-234.796524,-152.3167725,-111.2732468,-251.4353485,-1.1,88.0,-2.0,0.8999999999999999,642.0
643,1618666425.922,1618666425.9255,-249.0268555,-150.7647095,-89.68280029,-142.5032806,-1.1,88.0,-2.0,0.8999999999999999,643.0
644,1618666425.922,1618666425.9265,-244.7633667,-126.0065765,-86.88909912,-242.2202301,-1.1,88.0,-2.0,0.8999999999999999,644.0
645,1618666425.952,1618666425.9585,-219.5115509,-160.032196,-95.04207611,-195.826767,-1.1,87.9,-2.0999999999999943,0.9999999999999942,645.0
646,1618666425.966,1618666425.95948,-265.2393188,-128.4300385,-55.75816727,-101.4690933,-1.1,87.9,-2.0999999999999943,0.9999999999999942,646.0
647,1618666425.996,1618666425.99047,-235.8960571,-107.9615631,-59.68132401,-86.87600708,-1.1,87.9,-2.0999999999999943,0.9999999999999942,647.0
648,1618666426.026,1618666426.0214698,-260.2652588,-95.18980408,-47.62388611,-72.71300507,-1.1,87.8,-2.200000000000003,1.1000000000000028,648.0
649,1618666426.026,1618666426.02245,-256.413147,-121.8440704,-61.66347122,-114.8130569,-1.1,87.8,-2.200000000000003,1.1000000000000028,649.0
650,1618666426.056,1618666426.05343,-228.3003235,-133.7593994,-63.40252304,-164.621048,-1.1,87.8,-2.200000000000003,1.1000000000000028,650.0
651,1618666426.056,1618666426.05443,-247.7739868,-130.1578674,-70.19044495,-130.651535,-1.1,87.8,-2.200000000000003,1.1000000000000028,651.0
652,1618666426.086,1618666426.08741,-268.1676636,-118.0106735,-68.51870728,-86.65908813,-1.1,87.7,-2.299999999999997,1.199999999999997,652.0
653,1618666426.116,1618666426.12039,-233.023819,-129.9446869,-68.64212036,-134.8065643,-1.1,87.6,-2.4000000000000057,1.3000000000000056,653.0
654,1618666426.116,1618666426.12139,-249.4419708,-137.0018921,-82.58821106,-125.8121033,-1.1,87.6,-2.4000000000000057,1.3000000000000056,654.0
655,1618666426.146,1618666426.15239,-249.3410034,-135.9173126,-53.76106262,-162.0143433,-1.1,87.5,-2.5,1.4,655.0
656,1618666426.191,1618666426.18535,-253.3838348,-130.2289276,-69.7266922,-102.7107391,-1.1,87.5,-2.5,1.4,656.0
657,1618666426.191,1618666426.18635,-222.0359955,-139.855423,-73.85180664,-147.4474182,-1.1,87.5,-2.5,1.4,657.0
658,1618666426.221,1618666426.2183301,-240.8140259,-140.0872955,-66.81331635,-77.6608963,-1.1,87.5,-2.5,1.4,658.0
659,1618666426.221,1618666426.22033,-254.285141,-130.4383545,-61.61111069,-130.0868073,-1.1,87.5,-2.5,1.4,659.0
660,1618666426.252,1618666426.25531,-235.4023895,-114.973877,-62.96121597,-158.8054962,-1.1,87.4,-2.5999999999999943,1.4999999999999942,660.0
661,1618666426.252,1618666426.25731,-227.5785217,-131.960495,-48.88049316,-150.6038971,-1.1,87.4,-2.5999999999999943,1.4999999999999942,661.0
662,1618666426.282,1618666426.28531,-231.9205475,-134.8364868,-65.51556396,-125.382019,-1.1,87.3,-2.700000000000003,1.6000000000000028,662.0
663,1618666426.326,1618666426.32128,-213.3108063,-201.0888062,-122.8332748,-167.7700348,-1.1,87.2,-2.799999999999997,1.699999999999997,663.0
664,1618666426.326,1618666426.32428,-199.3796692,-100.8108749,-49.73693085,-220.3193817,-1.1,87.2,-2.799999999999997,1.699999999999997,664.0
665,1618666426.356,1618666426.35725,-229.4335175,-136.0856171,-67.16486359,-131.227478,-1.1,87.2,-2.799999999999997,1.699999999999997,665.0
666,1618666426.356,1618666426.35826,-240.0024719,-176.0426941,-81.15583038,-188.332016,-1.1,87.2,-2.799999999999997,1.699999999999997,666.0
667,1618666426.386,1618666426.38025,-225.8095551,-129.4136353,-66.5515213,-153.2330475,-1.1,87.2,-2.799999999999997,1.699999999999997,667.0
668,1618666426.416,1618666426.4128401,-234.3514862,-119.925499,-66.23362732,-133.8828125,-1.1,87.1,-2.9000000000000057,1.8000000000000056,668.0
669,1618666426.416,1618666426.41482,-231.5652618,-149.407135,-82.68544769,-137.8321381,-1.1,87.1,-2.9000000000000057,1.8000000000000056,669.0
670,1618666426.446,1618666426.45081,-199.7349701,-167.4446716,-68.77676392,-163.1250916,-1.1,87.1,-2.9000000000000057,1.8000000000000056,670.0
671,1618666426.491,1618666426.48478,-176.7794647,-150.4094238,-76.31639862,-148.9546051,-1.1,87.0,-3.0,1.9,671.0
672,1618666426.491,1618666426.48579,-219.6275024,-129.2341156,-59.61400604,-171.6857147,-1.1,87.0,-3.0,1.9,672.0
673,1618666426.506,1618666426.51277,-198.0146179,-123.8411789,-60.18246841,-134.0997162,-1.1,86.9,-3.0999999999999943,1.9999999999999942,673.0
674,1618666426.521,1618666426.51477,-228.767807,-130.2027435,-62.88267899,-75.9442749,-1.1,86.9,-3.0999999999999943,1.9999999999999942,674.0
675,1618666426.551,1618666426.54375,-175.3321228,-140.6183624,-86.00273895,-181.1663666,-1.1,86.9,-3.0999999999999943,1.9999999999999942,675.0
676,1618666426.582,1618666426.5817301,-174.0755157,-157.4217377,-82.36755371,-277.8502502,-1.1,86.8,-3.200000000000003,2.1000000000000028,676.0
677,1618666426.582,1618666426.58373,-242.2164917,-115.9499893,-42.96397018,-95.9041214,-1.1,86.8,-3.200000000000003,2.1000000000000028,677.0
678,1618666426.611,1618666426.61271,-217.2040405,-160.5183716,-98.86425781,-110.2672119,-1.1,86.7,-3.299999999999997,2.199999999999997,678.0
679,1618666426.611,1618666426.6147099,-222.6717682,-184.3265839,-105.876564,-254.8367767,-1.1,86.7,-3.299999999999997,2.199999999999997,679.0
680,1618666426.656,1618666426.65269,-195.0600891,-176.4540863,-45.72027588,-351.1541748,-1.1,86.5,-3.5,2.4,680.0
681,1618666426.656,1618666426.65369,-249.9954834,-328.0864563,72.68495941,-525.7944336,-1.1,86.5,-3.5,2.4,681.0
682,1618666426.687,1618666426.6826801,-233.2706451,-170.3730164,-69.08717346,-605.9217529,-1.1,86.5,-3.5,2.4,682.0
683,1618666426.716,1618666426.70866,-83.25952148,32.50160217,73.17114258,-1093.58606,-1.2,86.4,-3.5999999999999943,2.399999999999994,683.0
684,1618666426.746,1618666426.74463,-144.6163177,-98.44351959,54.33326721,-1670.14209,-1.3,86.2,-3.799999999999997,2.4999999999999973,684.0
685,1618666426.746,1618666426.74563,-159.5385284,-7.279715061,20.03838348,-1614.20813,-1.3,86.2,-3.799999999999997,2.4999999999999973,685.0
686,1618666426.777,1618666426.77962,-213.4678802,344.6953735,-131.1470642,-1486.165161,-1.6,85.8,-4.200000000000003,2.6000000000000028,686.0
687,1618666426.777,1618666426.78162,-251.7420197,466.0139771,-37.87396622,-1572.598022,-1.6,85.8,-4.200000000000003,2.6000000000000028,687.0
688,1618666426.807,1618666426.8136,-226.20224,108.6160431,-575.3817139,-1451.066284,-1.6,85.8,-4.200000000000003,2.6000000000000028,688.0
689,1618666426.821,1618666426.81659,-16.38637161,426.9395142,-580.9242554,-1816.297363,-1.6,85.8,-4.200000000000003,2.6000000000000028,689.0
690,1618666426.837,1618666426.84058,-187.6064758,377.6289063,-690.5668945,-1698.486816,-2.2,85.4,-4.599999999999994,2.399999999999994,690.0
691,1618666426.881,1618666426.87756,-230.476944,-167.3343506,-583.5085449,-2092.763916,-2.8,85.1,-4.900000000000006,2.100000000000006,691.0
692,1618666426.881,1618666426.87856,-310.8810425,-72.86820984,-604.6240234,-1954.069702,-2.8,85.1,-4.900000000000006,2.100000000000006,692.0
693,1618666426.911,1618666426.91254,-310.3013611,-122.2573318,-551.2855835,-2288.665527,-4.0,85.1,-4.900000000000006,0.9000000000000057,693.0
694,1618666426.911,1618666426.91454,-262.8233337,-152.0531158,-501.8553162,-2148.746338,-4.0,85.1,-4.900000000000006,0.9000000000000057,694.0
695,1618666426.941,1618666426.9435198,-257.5500793,447.0582886,-703.8360596,-2048.427246,-4.0,85.1,-4.900000000000006,0.9000000000000057,695.0
696,1618666426.971,1618666426.9755,-273.343689,468.4580078,-145.3960876,-2273.088867,-5.6,85.1,-4.900000000000006,-0.699999999999994,696.0
697,1618666426.971,1618666426.9765,-155.7126007,354.6116943,-183.6328278,-2264.700195,-5.6,85.1,-4.900000000000006,-0.699999999999994,697.0
698,1618666427.001,1618666427.0044901,-243.9742432,317.2968445,-133.9968719,-2076.26709,-8.0,85.3,-4.700000000000003,-3.299999999999997,698.0
699,1618666427.046,1618666427.03947,-298.8796997,205.3130341,-298.5749207,-2473.485596,-10.8,85.5,-4.5,-6.300000000000001,699.0
700,1618666427.046,1618666427.04047,-234.7142487,52.92519379,-55.61605072,-2252.448242,-10.8,85.5,-4.5,-6.300000000000001,700.0
701,1618666427.076,1618666427.07645,-314.4975281,-168.4768829,439.8047485,-1999.619751,-10.8,85.5,-4.5,-6.300000000000001,701.0
702,1618666427.077,1618666427.07844,-221.9424896,72.99723816,483.3596191,-2015.529297,-10.8,85.5,-4.5,-6.300000000000001,702.0
703,1618666427.106,1618666427.1014302,-224.395874,270.8809509,324.6008911,-2140.202637,-13.8,85.8,-4.200000000000003,-9.599999999999998,703.0
704,1618666427.137,1618666427.13941,-74.6240921,-646.3930664,369.5133362,-2239.691406,-16.2,86.1,-3.9000000000000057,-12.299999999999994,704.0
705,1618666427.137,1618666427.14041,76.03964233,-873.1394653,179.115036,-2220.28125,-16.2,86.1,-3.9000000000000057,-12.299999999999994,705.0
706,1618666427.167,1618666427.1714098,-223.7488708,-948.8444214,81.52420807,-2211.745117,-16.2,86.1,-3.9000000000000057,-12.299999999999994,706.0
707,1618666427.199,1618666427.20437,-272.2852783,-1050.21814,-184.1713715,-1930.403564,-20.2,87.2,-2.799999999999997,-17.400000000000002,707.0
708,1618666427.211,1618666427.2063699,-221.9649353,-1098.141235,-279.5855713,-2094.390625,-20.2,87.2,-2.799999999999997,-17.400000000000002,708.0
709,1618666427.241,1618666427.23909,-299.541687,-1086.145508,611.187561,-2795.148926,-23.1,88.0,-2.0,-21.1,709.0
710,1618666427.241,1618666427.24108,-433.4226074,-1300.681152,483.72052,-2870.476074,-23.1,88.0,-2.0,-21.1,710.0
711,1618666427.271,1618666427.26906,-425.1836243,-1179.762695,242.5867462,-3382.763916,-23.1,88.0,-2.0,-21.1,711.0
712,1618666427.301,1618666427.30104,-272.3114624,-1395.87085,31.94248581,-3503.925293,-26.4,88.7,-1.2999999999999972,-25.1,712.0
713,1618666427.301,1618666427.30204,-365.0759583,-1443.760376,115.9425049,-3529.588623,-26.4,88.7,-1.2999999999999972,-25.1,713.0
714,1618666427.331,1618666427.33302,-232.4964905,-1764.761597,-152.857193,-3566.658447,-28.5,89.6,-0.4000000000000057,-28.099999999999994,714.0
715,1618666427.331,1618666427.33602,-344.0838928,-1694.814209,-292.4040833,-3522.935303,-28.5,89.6,-0.4000000000000057,-28.099999999999994,715.0
716,1618666427.361,1618666427.3670099,-222.8026733,-1798.127075,-331.7384644,-3400.015869,-30.8,90.1,0.09999999999999432,-30.899999999999995,716.0
717,1618666427.391,1618666427.40099,-186.6266174,-1504.492554,215.5865326,-3574.429932,-31.8,89.8,-0.20000000000000284,-31.599999999999998,717.0
718,1618666427.391,1618666427.40298,-184.0834808,-1657.233765,34.11349869,-3532.041992,-31.8,89.8,-0.20000000000000284,-31.599999999999998,718.0
719,1618666427.425,1618666427.42999,331.2130127,-1308.950073,353.1512756,-4060.155029,-31.8,89.8,-0.20000000000000284,-31.599999999999998,719.0
720,1618666427.466,1618666427.46595,254.5974274,-1696.749634,467.3603516,-4091.581543,-32.0,89.6,-0.4000000000000057,-31.599999999999994,720.0
721,1618666427.467,1618666427.46895,299.2481079,-1452.582764,537.3002319,-4136.680664,-32.0,89.6,-0.4000000000000057,-31.599999999999994,721.0
722,1618666427.497,1618666427.49893,265.1177673,-1234.047363,290.1601257,-4124.365234,-32.0,89.7,-0.29999999999999716,-31.700000000000003,722.0
723,1618666427.497,1618666427.50093,329.6011353,-1021.572388,71.82290649,-3970.71167,-32.0,89.7,-0.29999999999999716,-31.700000000000003,723.0
724,1618666427.541,1618666427.53492,326.2389526,-1156.096558,129.9671326,-4634.220215,-32.0,89.4,-0.5999999999999943,-31.400000000000006,724.0
725,1618666427.541,1618666427.53793,277.747406,-1225.976563,-87.19390106,-4474.23877,-32.0,89.4,-0.5999999999999943,-31.400000000000006,725.0
726,1618666427.571,1618666427.57089,292.3591919,-1105.914551,-139.6516113,-4624.98291,-32.0,89.4,-0.5999999999999943,-31.400000000000006,726.0
727,1618666427.601,1618666427.59887,-207.9160004,-263.0234375,-306.1743774,-120.1050186,-31.6,89.2,-0.7999999999999972,-30.800000000000004,727.0
728,1618666427.602,1618666427.60087,-196.2213287,-194.687973,-111.10495,-187.015564,-31.6,89.2,-0.7999999999999972,-30.800000000000004,728.0
729,1618666427.631,1618666427.62786,-204.9465179,-148.8405457,-193.5697479,-156.5839996,-31.3,89.0,-1.0,-30.3,729.0
730,1618666427.662,1618666427.66585,-188.4199066,-191.2360382,-327.4656372,-97.60203552,-31.1,88.7,-1.2999999999999972,-29.800000000000004,730.0
731,1618666427.662,1618666427.6688302,-211.0388184,-60.43678284,-204.4453735,-116.5857697,-31.1,88.7,-1.2999999999999972,-29.800000000000004,731.0
732,1618666427.706,1618666427.6998198,-228.9267578,-67.56503296,329.2589111,-117.4197693,-31.1,88.7,-1.2999999999999972,-29.800000000000004,732.0
733,1618666427.706,1618666427.70181,-263.4086304,123.8486557,209.7242432,-138.6997986,-31.1,88.7,-1.2999999999999972,-29.800000000000004,733.0
734,1618666427.722,1618666427.7268,-237.068512,324.4269714,314.6134644,-165.2456055,-30.6,88.3,-1.7000000000000028,-28.9,734.0
735,1618666427.766,1618666427.76078,-266.6585999,215.2331085,715.9627075,-176.0875854,-29.9,88.0,-2.0,-27.9,735.0
736,1618666427.766,1618666427.76178,-294.6106262,202.8016815,728.5474854,-68.13910675,-29.9,88.0,-2.0,-27.9,736.0
737,1618666427.796,1618666427.79576,-292.3816528,207.0838776,799.2689819,-63.39691544,-29.2,87.6,-2.4000000000000057,-26.799999999999994,737.0
738,1618666427.796,1618666427.7967598,-318.5160522,264.1884155,706.0369873,-161.8647461,-29.2,87.6,-2.4000000000000057,-26.799999999999994,738.0
739,1618666427.826,1618666427.8287401,-266.808197,447.9633484,305.4282837,-163.6673737,-29.2,87.6,-2.4000000000000057,-26.799999999999994,739.0
740,1618666427.856,1618666427.8587198,-315.8495178,622.1286011,211.4184113,-150.7310638,-28.3,87.3,-2.700000000000003,-25.599999999999998,740.0
741,1618666427.856,1618666427.85972,-271.5915222,695.1314697,200.7297821,-159.7217712,-28.3,87.3,-2.700000000000003,-25.599999999999998,741.0
742,1618666427.902,1618666427.8947198,-235.000351,963.510437,284.7690735,-626.0330811,-27.4,87.1,-2.9000000000000057,-24.499999999999993,742.0
743,1618666427.902,1618666427.8967,-251.672821,783.2509766,316.9434204,-636.2879028,-27.4,87.1,-2.9000000000000057,-24.499999999999993,743.0
744,1618666427.931,1618666427.92869,-210.8293762,1002.229614,270.1984253,-590.1000977,-26.2,86.8,-3.200000000000003,-22.999999999999996,744.0
745,1618666427.961,1618666427.95966,-243.0523529,721.3070068,239.8154755,-638.9544067,-26.2,86.8,-3.200000000000003,-22.999999999999996,745.0
746,1618666427.961,1618666427.96066,-244.2790527,751.5478516,263.1038208,-646.6848145,-26.2,86.8,-3.200000000000003,-22.999999999999996,746.0
747,1618666427.992,1618666427.99864,-226.6753387,870.3756714,304.2913513,-613.4370728,-24.5,86.4,-3.5999999999999943,-20.900000000000006,747.0
748,1618666428.006,1618666427.99964,-313.5756531,1005.546875,197.9098969,-618.2952271,-24.5,86.4,-3.5999999999999943,-20.900000000000006,748.0
749,1618666428.022,1618666428.02563,-277.8147278,903.1315918,315.7728577,-632.9892578,-23.0,86.3,-3.700000000000003,-19.299999999999997,749.0
750,1618666428.052,1618666428.05862,-233.9980621,701.203186,259.3265381,-724.0259399,-20.6,85.8,-4.200000000000003,-16.4,750.0
751,1618666428.066,1618666428.05962,-193.031189,837.9189453,324.2362366,-639.6762085,-20.6,85.8,-4.200000000000003,-16.4,751.0
752,1618666428.096,1618666428.09359,-164.9445496,873.8856201,316.7153015,-817.5720215,-20.6,85.8,-4.200000000000003,-16.4,752.0
753,1618666428.096,1618666428.09459,-175.2741547,910.1252441,312.8108521,-1011.360596,-20.6,85.8,-4.200000000000003,-16.4,753.0
754,1618666428.126,1618666428.12259,-260.7159119,876.114563,304.6877747,-1117.839233,-18.4,85.7,-4.299999999999997,-14.100000000000001,754.0
755,1618666428.156,1618666428.15355,-229.4428558,1269.322021,283.2992859,-1120.535767,-15.2,85.4,-4.599999999999994,-10.600000000000005,755.0
756,1618666428.156,1618666428.15555,-226.5182648,1288.694702,323.907135,-1092.920288,-15.2,85.4,-4.599999999999994,-10.600000000000005,756.0
757,1618666428.186,1618666428.18755,-302.7636108,1278.765259,342.9394836,-1129.040283,-15.2,85.4,-4.599999999999994,-10.600000000000005,757.0
758,1618666428.216,1618666428.22051,-262.2529907,1764.553955,346.3053894,-1063.233032,-13.4,85.4,-4.599999999999994,-8.800000000000006,758.0
759,1618666428.216,1618666428.22153,-285.582489,1761.629395,324.9206238,-1054.863037,-13.4,85.4,-4.599999999999994,-8.800000000000006,759.0
760,1618666428.262,1618666428.2574902,-249.9749146,1725.053223,290.4985962,-1177.370972,-10.7,85.5,-4.5,-6.199999999999999,760.0
761,1618666428.262,1618666428.25949,-278.244812,1511.418823,281.8108215,-1124.724365,-10.7,85.5,-4.5,-6.199999999999999,761.0
762,1618666428.291,1618666428.28748,-269.0558777,1772.359131,358.7069092,-1143.906372,-7.8,85.8,-4.200000000000003,-3.599999999999997,762.0
763,1618666428.322,1618666428.31846,-254.2084808,1798.901245,390.952301,-1049.604736,-7.8,85.8,-4.200000000000003,-3.599999999999997,763.0
764,1618666428.322,1618666428.3204598,-298.5823975,1722.087402,362.5328064,-1044.267944,-7.8,85.8,-4.200000000000003,-3.599999999999997,764.0
765,1618666428.352,1618666428.35344,-254.8928833,2174.920166,392.3360596,-1113.130737,-5.7,86.3,-3.700000000000003,-1.9999999999999973,765.0
766,1618666428.352,1618666428.35444,-279.9427185,2177.945801,300.4542236,-1087.542358,-5.7,86.3,-3.700000000000003,-1.9999999999999973,766.0
767,1618666428.382,1618666428.3884199,-298.5300293,1705.938477,377.9786072,-1025.14209,-4.3,86.8,-3.200000000000003,-1.099999999999997,767.0
768,1618666428.412,1618666428.4164,-276.6852722,1679.583496,389.6396179,-1021.731323,-3.5,87.5,-2.5,-1.0,768.0
769,1618666428.412,1618666428.4174,-295.3810425,1736.347656,392.5567322,-1034.024414,-3.5,87.5,-2.5,-1.0,769.0
770,1618666428.456,1618666428.45038,-280.6458435,1707.052979,383.9474792,-1087.044922,-3.5,87.5,-2.5,-1.0,770.0
771,1618666428.486,1618666428.48636,-262.4100952,1774.689087,469.6622314,-1181.391357,-3.2,88.0,-2.0,-1.2000000000000002,771.0
772,1618666428.486,1618666428.48836,-247.4392548,1851.899292,395.013855,-1036.152344,-3.2,88.0,-2.0,-1.2000000000000002,772.0
773,1618666428.502,1618666428.51635,-307.4870911,1766.435181,472.5644226,-1079.606323,-3.0,88.1,-1.9000000000000057,-1.0999999999999943,773.0
774,1618666428.532,1618666428.51734,-319.540802,1729.817749,397.657959,-1101.312622,-3.0,88.1,-1.9000000000000057,-1.0999999999999943,774.0
775,1618666428.546,1618666428.55332,-269.9385071,1694.819824,392.624054,-1102.610352,-2.7,88.6,-1.4000000000000057,-1.2999999999999945,775.0
776,1618666428.561,1618666428.5543199,-299.4425659,1695.672485,393.802124,-1081.292969,-2.7,88.6,-1.4000000000000057,-1.2999999999999945,776.0
777,1618666428.591,1618666428.58431,-271.7822571,1760.051147,418.6462708,-1090.25,-2.7,88.6,-1.4000000000000057,-1.2999999999999945,777.0
778,1618666428.621,1618666428.61488,-298.9096375,-267.5860901,-91.85007477,-131.4668274,-2.3,89.1,-0.9000000000000057,-1.3999999999999941,778.0
779,1618666428.621,1618666428.61588,-276.4291077,-281.8276367,-103.4325409,-150.2897491,-2.3,89.1,-0.9000000000000057,-1.3999999999999941,779.0
780,1618666428.651,1618666428.64586,-301.5238342,-286.8652954,-95.30574036,-104.1730423,-2.0,89.4,-0.5999999999999943,-1.4000000000000057,780.0
781,1618666428.681,1618666428.68484,-275.430542,-268.2518005,-101.7645493,-118.85215,-1.9,89.3,-0.7000000000000028,-1.199999999999997,781.0
782,1618666428.681,1618666428.68684,-282.7420349,-243.1907349,-83.66717529,-117.9470978,-1.9,89.3,-0.7000000000000028,-1.199999999999997,782.0
783,1618666428.711,1618666428.71082,-311.9992981,-195.8959656,-41.58955765,-554.2494507,-1.9,89.3,-0.7000000000000028,-1.199999999999997,783.0
784,1618666428.741,1618666428.74282,-303.7415771,-259.0815735,-92.4858551,-614.9405518,-1.7,89.1,-0.9000000000000057,-0.7999999999999943,784.0
785,1618666428.741,1618666428.7438,-298.389801,-261.2806396,-91.89868927,-619.4359131,-1.7,89.1,-0.9000000000000057,-0.7999999999999943,785.0
786,1618666428.786,1618666428.7797801,-293.3783264,-255.4463806,-98.55945587,-631.5232544,-1.6,89.0,-1.0,-0.6000000000000001,786.0
787,1618666428.786,1618666428.78178,-301.8230286,-257.1480408,-92.24650574,-622.8765869,-1.6,89.0,-1.0,-0.6000000000000001,787.0
788,1618666428.817,1618666428.81876,-316.4273376,-210.2048187,-76.64363861,-569.4558716,-1.5,88.8,-1.2000000000000028,-0.29999999999999716,788.0
789,1618666428.817,1618666428.8197598,-333.888916,-235.6099548,-77.52999878,-615.651123,-1.5,88.8,-1.2000000000000028,-0.29999999999999716,789.0
790,1618666428.846,1618666428.84475,-325.118866,-254.3655548,-100.9230728,-609.0800781,-1.5,88.8,-1.2000000000000028,-0.29999999999999716,790.0
791,1618666428.877,1618666428.8837302,-316.0421143,-241.0739441,-93.85466003,-635.78302,-1.4,88.8,-1.2000000000000028,-0.19999999999999707,791.0
792,1618666428.891,1618666428.88572,-364.3391724,-234.8021393,-83.36049652,-621.3619385,-1.4,88.8,-1.2000000000000028,-0.19999999999999707,792.0
793,1618666428.921,1618666428.9157,-330.4257813,-260.6411133,-98.78384399,-651.4082642,-1.3,88.7,-1.2999999999999972,-2.886579864025407e-15,793.0
794,1618666428.921,1618666428.9177,-352.0723267,-263.8349915,-129.0620728,-669.37854,-1.3,88.7,-1.2999999999999972,-2.886579864025407e-15,794.0
795,1618666428.937,1618666428.94369,-319.2658997,-146.3834229,-70.81313324,-531.1630249,-1.2,88.5,-1.5,0.30000000000000004,795.0
796,1618666428.981,1618666428.97767,-350.4529419,-210.8406067,-93.48066711,-666.4725952,-1.1,88.5,-1.5,0.3999999999999999,796.0
797,1618666428.981,1618666428.9796698,-377.1146851,-220.2726288,-104.3226395,-620.2623901,-1.1,88.5,-1.5,0.3999999999999999,797.0
