%OpenBCI Raw EEG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Timestamp (Formatted)
107.0, -0.13837629556655884, 9.043078422546387, -23.307056427001953, 7.6256561279296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668674093652E9, 2021-04-17 16:41:07.409
108.0, 5.187241077423096, 37.96372604370117, -10.841970443725586, -4.356983661651611, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668674250972E9, 2021-04-17 16:41:07.425
108.0, 32.51469039916992, 11.272058486938477, -16.433120727539062, -43.027549743652344, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668674250972E9, 2021-04-17 16:41:07.425
109.0, 19.825210571289062, -10.703593254089355, -16.728572845458984, -18.819175720214844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668674257653E9, 2021-04-17 16:41:07.425
109.0, -9.450727462768555, -9.783577919006348, -6.447587490081787, 16.373281478881836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668674257653E9, 2021-04-17 16:41:07.425
110.0, 8.545671463012695, 10.389442443847656, 12.394028663635254, -4.042831897735596, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668674393833E9, 2021-04-17 16:41:07.439
110.0, 33.909671783447266, 0.18325509130954742, -15.666440963745117, -40.20392608642578, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668674393833E9, 2021-04-17 16:41:07.439
111.0, 12.835336685180664, 6.339130401611328, -1.4024624824523926, -20.374975204467773, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668674550817E9, 2021-04-17 16:41:07.455
111.0, -15.086756706237793, -1.630596399307251, -21.04815673828125, 20.015945434570312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668674550817E9, 2021-04-17 16:41:07.455
112.0, 10.64749526977539, -4.996506214141846, -23.355674743652344, -2.6179299354553223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668674557524E9, 2021-04-17 16:41:07.455
112.0, 39.32504653930664, -4.891788959503174, -25.947425842285156, -34.829689025878906, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668674557524E9, 2021-04-17 16:41:07.455
113.0, 11.346856117248535, -3.6052634716033936, -20.251558303833008, -11.68344783782959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668674695425E9, 2021-04-17 16:41:07.469
113.0, -7.633135795593262, -2.7899653911590576, -38.449913024902344, 17.929080963134766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668674695425E9, 2021-04-17 16:41:07.469
114.0, 18.89397430419922, -4.779592037200928, 13.134529113769531, -1.9148287773132324, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668675016663E9, 2021-04-17 16:41:07.501
114.0, 17.476552963256836, -9.226333618164062, -1.3201847076416016, -40.73125076293945, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668675016663E9, 2021-04-17 16:41:07.501
115.0, -24.212112426757812, -8.583070755004883, -58.649112701416016, -4.338284015655518, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668675021749E9, 2021-04-17 16:41:07.502
115.0, -60.638736724853516, -12.734359741210938, -39.66911697387695, 19.97480583190918, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668675021749E9, 2021-04-17 16:41:07.502
116.0, -11.840523719787598, -12.079876899719238, -32.63810729980469, -2.778745651245117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668675028887E9, 2021-04-17 16:41:07.502
116.0, -12.850296020507812, -8.964540481567383, -0.3104116916656494, -37.410221099853516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668675028887E9, 2021-04-17 16:41:07.502
117.0, -29.866840362548828, 0.01869950070977211, -59.311073303222656, -8.22029972076416, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867503679E9, 2021-04-17 16:41:07.503
117.0, -51.44980239868164, -9.379669189453125, -53.47309112548828, 20.169281005859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867503679E9, 2021-04-17 16:41:07.503
118.0, -21.107995986938477, -14.813743591308594, -24.447725296020508, -11.021485328674316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668675143433E9, 2021-04-17 16:41:07.514
118.0, -4.869349956512451, 2.7114274501800537, 5.048864841461182, -31.78166961669922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668675143433E9, 2021-04-17 16:41:07.514
119.0, -45.652957916259766, 30.872873306274414, -41.81956100463867, -5.692127704620361, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668675294664E9, 2021-04-17 16:41:07.529
119.0, -48.566341400146484, -30.958890914916992, -47.29477310180664, 22.62265396118164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668675294664E9, 2021-04-17 16:41:07.529
120.0, -20.479692459106445, -33.206573486328125, -54.95035171508789, -8.216560363769531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668675614073E9, 2021-04-17 16:41:07.561
120.0, -2.445894479751587, -33.247711181640625, -31.78915023803711, -27.989410400390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668675614073E9, 2021-04-17 16:41:07.561
121.0, -41.14263916015625, -21.590442657470703, -59.78977966308594, 7.999646186828613, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668675621607E9, 2021-04-17 16:41:07.562
121.0, -45.323848724365234, -16.216205596923828, -49.2208251953125, 24.174713134765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668675621607E9, 2021-04-17 16:41:07.562
122.0, -7.85004997253418, -24.24203109741211, -49.991241455078125, -11.68344783782959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668675628972E9, 2021-04-17 16:41:07.562
122.0, -10.40066146850586, -31.938745498657227, -43.92512512207031, -24.675859451293945, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668675628972E9, 2021-04-17 16:41:07.562
123.0, -31.94996452331543, -28.415760040283203, -63.09585189819336, 8.141761779785156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668675636103E9, 2021-04-17 16:41:07.563
123.0, -38.173160552978516, -16.578975677490234, -52.803646087646484, 24.096176147460938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668675636103E9, 2021-04-17 16:41:07.563
124.0, 2.4870333671569824, -20.52457046508789, -37.496238708496094, -15.69636058807373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867574309E9, 2021-04-17 16:41:07.574
124.0, -13.164447784423828, -46.07182693481445, -52.6652717590332, -24.294389724731445, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867574309E9, 2021-04-17 16:41:07.574
125.0, -33.89471435546875, -34.38838195800781, -61.368019104003906, 9.241292953491211, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867589308E9, 2021-04-17 16:41:07.589
125.0, -35.28595733642578, -42.545101165771484, 1.2827856540679932, 22.540376663208008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867589308E9, 2021-04-17 16:41:07.589
126.0, -9.069257736206055, -32.33891677856445, -71.39842987060547, -10.307164192199707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668676052873E9, 2021-04-17 16:41:07.605
126.0, -9.117876052856445, -33.711456298828125, -82.14690399169922, -26.908580780029297, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668676052873E9, 2021-04-17 16:41:07.605
127.0, -37.926326751708984, -40.877105712890625, -82.2030029296875, 13.358922958374023, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668676058056E9, 2021-04-17 16:41:07.605
127.0, -37.14094543457031, -46.55427551269531, -65.49312591552734, 9.155275344848633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668676058056E9, 2021-04-17 16:41:07.605
128.0, 2.9844400882720947, -43.86528778076172, -61.58867263793945, -16.537837982177734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668676196196E9, 2021-04-17 16:41:07.619
128.0, -13.875028610229492, -32.151920318603516, -58.57431411743164, -21.194013595581055, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668676196196E9, 2021-04-17 16:41:07.619
129.0, -32.71290588378906, -32.159400939941406, -68.91887664794922, 13.643155097961426, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668676350756E9, 2021-04-17 16:41:07.635
129.0, -32.79518127441406, -37.46631622314453, -84.615234375, 14.978299140930176, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668676350756E9, 2021-04-17 16:41:07.635
130.0, 14.761384963989258, -51.300209045410156, -67.82682800292969, -19.421300888061523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668676357932E9, 2021-04-17 16:41:07.635
130.0, -14.7950439453125, -72.4680404663086, -78.8931884765625, -16.522878646850586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668676357932E9, 2021-04-17 16:41:07.635
131.0, -40.73125076293945, -46.898345947265625, -78.0255355834961, 19.080968856811523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668676493297E9, 2021-04-17 16:41:07.649
131.0, -25.382701873779297, -50.96735763549805, -79.12506103515625, 12.352890014648438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668676493297E9, 2021-04-17 16:41:07.649
132.0, 1.196768045425415, -60.27970886230469, -77.67024230957031, -21.59418296813965, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867665066E9, 2021-04-17 16:41:07.665
132.0, -7.655575275421143, -40.05432891845703, -79.2970962524414, -14.379915237426758, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867665066E9, 2021-04-17 16:41:07.665
133.0, -33.56560134887695, -60.82573318481445, -79.14376068115234, 23.991458892822266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.61866686766575E9, 2021-04-17 16:41:07.665
133.0, -18.55364418029785, -48.566341400146484, -49.9949836730957, 3.350950241088867, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.61866686766575E9, 2021-04-17 16:41:07.665
134.0, 0.7629395723342896, -67.99137878417969, -76.29022216796875, -26.003524780273438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668676793692E9, 2021-04-17 16:41:07.679
134.0, -11.328157424926758, -75.8638687133789, -113.94353485107422, -14.679107666015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668676793692E9, 2021-04-17 16:41:07.679
135.0, -25.102209091186523, -53.80220031738281, -98.49774169921875, 23.91666030883789, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668676952732E9, 2021-04-17 16:41:07.695
135.0, -17.887941360473633, -62.115997314453125, -89.51824188232422, 8.3511962890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668676952732E9, 2021-04-17 16:41:07.695
136.0, 12.296791076660156, -67.58373260498047, -91.822021484375, -36.90159225463867, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867695891E9, 2021-04-17 16:41:07.695
136.0, -16.743532180786133, -66.92925262451172, -75.29914855957031, -13.527217864990234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867695891E9, 2021-04-17 16:41:07.695
137.0, -36.43784713745117, -58.675289154052734, -108.97320556640625, 15.883355140686035, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668677093663E9, 2021-04-17 16:41:07.709
137.0, -24.096176147460938, -60.223609924316406, -92.1399154663086, 0.43008849024772644, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668677093663E9, 2021-04-17 16:41:07.709
138.0, 13.355182647705078, -82.3451156616211, -81.5223388671875, -37.93380355834961, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668677250805E9, 2021-04-17 16:41:07.725
138.0, -6.716860294342041, -75.73297119140625, -106.916259765625, -17.65606689453125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668677250805E9, 2021-04-17 16:41:07.725
139.0, -37.728111267089844, -66.17752838134766, -107.18927001953125, 22.31224250793457, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668677257588E9, 2021-04-17 16:41:07.725
139.0, -9.499345779418945, -74.3342514038086, -102.97814178466797, -7.090850353240967, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668677257588E9, 2021-04-17 16:41:07.725
140.0, 12.487525939941406, -79.68605041503906, -89.98573303222656, -39.53822326660156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668677393641E9, 2021-04-17 16:41:07.739
140.0, -22.689973831176758, -67.81560516357422, -112.3578109741211, -15.142854690551758, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668677393641E9, 2021-04-17 16:41:07.739
141.0, -31.2805233001709, -80.57240295410156, -111.4303207397461, 18.508764266967773, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867755315E9, 2021-04-17 16:41:07.755
141.0, -12.30427074432373, -75.19442749023438, -117.22716522216797, -6.982393264770508, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867755315E9, 2021-04-17 16:41:07.755
142.0, 21.829795837402344, -72.8495101928711, -62.07112121582031, -35.46547317504883, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867755752E9, 2021-04-17 16:41:07.755
142.0, -21.474506378173828, -52.21648406982422, -116.071533203125, -17.835582733154297, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867755752E9, 2021-04-17 16:41:07.755
143.0, -29.376914978027344, -77.59170532226562, -112.75798034667969, 11.67222785949707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668677694435E9, 2021-04-17 16:41:07.769
143.0, -2.2476799488067627, -109.21630096435547, -130.80299377441406, -8.078184127807617, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668677694435E9, 2021-04-17 16:41:07.769
144.0, 9.319830894470215, -102.67521667480469, -128.6600341796875, -35.80206298828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668677852356E9, 2021-04-17 16:41:07.785
144.0, -22.170127868652344, -92.54756164550781, -111.40788269042969, -5.321877479553223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668677852356E9, 2021-04-17 16:41:07.785
145.0, -34.74740982055664, -88.52342987060547, -135.25347900390625, 16.728572845458984, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668677857876E9, 2021-04-17 16:41:07.785
145.0, -2.2177605628967285, -91.23485565185547, -122.06285095214844, -16.111488342285156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668677857876E9, 2021-04-17 16:41:07.785
146.0, 8.059484481811523, -91.62007141113281, -127.27627563476562, -34.98302459716797, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867799374E9, 2021-04-17 16:41:07.799
146.0, -23.755844116210938, -97.59268951416016, -122.34708404541016, -6.982393264770508, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867799374E9, 2021-04-17 16:41:07.799
147.0, -26.628087997436523, -92.40918731689453, -113.18059539794922, 15.038137435913086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668678150644E9, 2021-04-17 16:41:07.815
147.0, -2.307518243789673, -92.5662612915039, -132.7327880859375, -22.39826011657715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668678150644E9, 2021-04-17 16:41:07.815
148.0, 13.759092330932617, -95.34874725341797, -127.1528549194336, -45.611820220947266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668678157144E9, 2021-04-17 16:41:07.815
148.0, -31.43385887145996, -95.72647857666016, -131.95115661621094, -3.1115968227386475, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668678157144E9, 2021-04-17 16:41:07.815
149.0, -30.16229248046875, -95.58061981201172, -128.77223205566406, 6.851496696472168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668678295832E9, 2021-04-17 16:41:07.829
149.0, -0.531065821647644, -102.95944213867188, -120.05826568603516, -23.6922664642334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668678295832E9, 2021-04-17 16:41:07.829
150.0, -9.761138916015625, -90.38964080810547, -153.8520050048828, -39.25025177001953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668678450212E9, 2021-04-17 16:41:07.845
150.0, -29.118860244750977, -102.30496215820312, -135.47787475585938, -1.5819777250289917, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668678450212E9, 2021-04-17 16:41:07.845
151.0, -34.336021423339844, -82.44983673095703, -118.4201889038086, 13.145748138427734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668678457203E9, 2021-04-17 16:41:07.845
151.0, 5.707087516784668, -92.30821228027344, -42.41420364379883, -36.879154205322266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668678457203E9, 2021-04-17 16:41:07.845
152.0, -6.907595157623291, -100.26671600341797, -216.85435485839844, -37.61591339111328, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668678593931E9, 2021-04-17 16:41:07.859
152.0, -36.14613342285156, -85.72224426269531, -137.0561065673828, -2.307518243789673, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668678593931E9, 2021-04-17 16:41:07.859
153.0, -36.55378341674805, -122.60514068603516, -124.72940063476562, 13.112089157104492, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867875022E9, 2021-04-17 16:41:07.875
153.0, -2.8086647987365723, -111.5537338256836, -154.3082733154297, -39.209110260009766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867875022E9, 2021-04-17 16:41:07.875
154.0, 0.03739900141954422, -120.48835754394531, -151.21163940429688, -37.59721374511719, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867875796E9, 2021-04-17 16:41:07.875
154.0, -42.85551452636719, -106.8938217163086, -159.1888427734375, 4.615036487579346, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867875796E9, 2021-04-17 16:41:07.875
155.0, -28.72991180419922, -100.27045440673828, -160.4940643310547, -3.4668872356414795, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867905857E9, 2021-04-17 16:41:07.905
155.0, -6.746779441833496, -110.95909118652344, -159.14022827148438, -38.67804718017578, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867905857E9, 2021-04-17 16:41:07.905
156.0, -10.004232406616211, -117.0513916015625, -154.2259979248047, -43.86902618408203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668679064589E9, 2021-04-17 16:41:07.906
156.0, -51.898590087890625, -105.96632385253906, -155.47512817382812, 1.7801923751831055, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668679064589E9, 2021-04-17 16:41:07.906
157.0, -30.40912628173828, -114.84111022949219, -149.1098175048828, -3.66884183883667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668679072125E9, 2021-04-17 16:41:07.907
157.0, 0.5572450757026672, -106.86389923095703, -171.25375366210938, -41.46800994873047, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668679072125E9, 2021-04-17 16:41:07.907
158.0, -19.65691375732422, -98.60246276855469, -148.7657470703125, -44.83766174316406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867919465E9, 2021-04-17 16:41:07.919
158.0, -33.288848876953125, -120.18916320800781, -137.13465881347656, 5.953920841217041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867919465E9, 2021-04-17 16:41:07.919
159.0, -33.573081970214844, -103.19506072998047, -126.80878448486328, -12.188333511352539, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668679350026E9, 2021-04-17 16:41:07.935
159.0, 8.728926658630371, -130.23828125, -214.86846923828125, -41.13515853881836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668679350026E9, 2021-04-17 16:41:07.935
160.0, -17.22597885131836, -17.910381317138672, -145.54942321777344, -29.627487182617188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668679357207E9, 2021-04-17 16:41:07.935
160.0, -58.48829650878906, -122.7136001586914, -183.33737182617188, 9.1814546585083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668679357207E9, 2021-04-17 16:41:07.935
161.0, -27.57054328918457, -147.610107421875, -162.9212646484375, 1.0509119033813477, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668679493732E9, 2021-04-17 16:41:07.949
161.0, -0.9424548149108887, -133.81361389160156, -188.9397430419922, -42.204769134521484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668679493732E9, 2021-04-17 16:41:07.949
162.0, -26.231658935546875, -122.40692901611328, -181.026123046875, -32.716644287109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867965018E9, 2021-04-17 16:41:07.965
162.0, -56.678184509277344, -116.03413391113281, -185.9403533935547, 7.6518354415893555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867965018E9, 2021-04-17 16:41:07.965
163.0, -26.48971176147461, -108.5019760131836, -181.63946533203125, -13.501038551330566, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867965714E9, 2021-04-17 16:41:07.965
163.0, -7.3002848625183105, -121.03812408447266, -185.82815551757812, -51.45354461669922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.618666867965714E9, 2021-04-17 16:41:07.965
164.0, -33.70023727416992, -121.670166015625, -183.44956970214844, -27.20777130126953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668679793632E9, 2021-04-17 16:41:07.979
164.0, -53.08414077758789, -112.01000213623047, -193.63705444335938, 5.161061763763428, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6186668679793632E9, 2021-04-17 16:41:07.979
