215,04-14,23:42:48.6101847+03:00,1618432968.61018,0,96.5
216,04-14,23:42:48.6122002+03:00,1618432968.61318,0,96.5
217,04-14,23:42:48.6131826+03:00,1618432968.61418,0,96.5
218,04-14,23:42:48.6141819+03:00,1618432968.61518,0,96.5
219,04-14,23:42:48.6501612+03:00,1618432968.65016,0,96.6
220,04-14,23:42:48.6511598+03:00,1618432968.65116,0,96.6
221,04-14,23:42:48.6941361+03:00,1618432968.69414,0,96.7
222,04-14,23:42:48.6951361+03:00,1618432968.69514,0,96.7
223,04-14,23:42:48.7291163+03:00,1618432968.73012,0,96.7
224,04-14,23:42:48.7311139+03:00,1618432968.73111,0,96.7
225,04-14,23:42:48.7770912+03:00,1618432968.77709,0,96.5
226,04-14,23:42:48.7780895+03:00,1618432968.77809,0,96.5
227,04-14,23:42:48.8080705+03:00,1618432968.80807,-0.1,96.3
228,04-14,23:42:48.8110680+03:00,1618432968.81107,-0.1,96.3
229,04-14,23:42:48.8500466+03:00,1618432968.85105,-0.1,96
230,04-14,23:42:48.8520445+03:00,1618432968.85204,-0.1,96
231,04-14,23:42:48.8860263+03:00,1618432968.88703,-0.1,95.4
232,04-14,23:42:48.8880246+03:00,1618432968.88802,-0.1,95.4
233,04-14,23:42:48.9270071+03:00,1618432968.92701,-0.1,94.9
234,04-14,23:42:48.9280065+03:00,1618432968.92901,-0.1,94.9
235,04-14,23:42:48.9569910+03:00,1618432968.95799,-0.1,94.9
236,04-14,23:42:48.9939681+03:00,1618432968.99397,-0.1,94.3
237,04-14,23:42:48.9949677+03:00,1618432968.99497,-0.1,94.3
238,04-14,23:42:49.0259523+03:00,1618432969.02695,-0.1,93.8
239,04-14,23:42:49.0279483+03:00,1618432969.02795,-0.1,93.8
240,04-14,23:42:49.0698745+03:00,1618432969.06987,-0.1,93.5
241,04-14,23:42:49.0718733+03:00,1618432969.07187,-0.1,93.5
242,04-14,23:42:49.1058549+03:00,1618432969.10685,-0.1,93.5
243,04-14,23:42:49.1078515+03:00,1618432969.10785,-0.1,93.5
244,04-14,23:42:49.1498277+03:00,1618432969.14983,0,93.5
245,04-14,23:42:49.1508268+03:00,1618432969.15083,0,93.5
246,04-14,23:42:49.1858074+03:00,1618432969.18581,0,93.6
247,04-14,23:42:49.1878053+03:00,1618432969.18781,0,93.6
248,04-14,23:42:49.2283577+03:00,1618432969.22836,0,93.4
249,04-14,23:42:49.2293604+03:00,1618432969.23036,0,93.4
250,04-14,23:42:49.2603397+03:00,1618432969.26034,0,93.4
251,04-14,23:42:49.3033176+03:00,1618432969.30332,-0.1,92.9
252,04-14,23:42:49.3043176+03:00,1618432969.30432,-0.1,92.9
253,04-14,23:42:49.3053138+03:00,1618432969.30531,-0.1,92.9
254,04-14,23:42:49.3372993+03:00,1618432969.3373,-0.1,91.8
255,04-14,23:42:49.3752740+03:00,1618432969.37527,-0.1,90.7
256,04-14,23:42:49.3762753+03:00,1618432969.37628,-0.1,90.7
257,04-14,23:42:49.4072555+03:00,1618432969.40825,-0.1,90.1
258,04-14,23:42:49.4092571+03:00,1618432969.41026,-0.1,90.1
259,04-14,23:42:49.4462331+03:00,1618432969.44623,-0.1,89.6
260,04-14,23:42:49.4472364+03:00,1618432969.44823,-0.1,89.6
261,04-14,23:42:49.4802136+03:00,1618432969.48021,-0.1,89.6
262,04-14,23:42:49.5181910+03:00,1618432969.51819,-0.1,89.4
263,04-14,23:42:49.5201922+03:00,1618432969.52019,-0.1,89.4
