102.000000,2.124263,-2.352397,-30.278230,131.098453,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618432963.275835,0.000000
102.000000,12.745579,-30.790596,-33.060716,150.676829,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618432963.275835,0.000000
103.000000,21.478245,6.885156,-0.422609,105.151027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618432963.276622,0.000000
103.000000,-4.207387,-10.153828,-50.843940,30.629781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618432963.276622,0.000000
104.000000,10.613836,3.425748,-15.610342,63.656837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618432963.288940,0.000000
104.000000,1.454821,25.988565,-32.481031,150.415036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618432963.288940,0.000000
105.000000,-0.923755,-4.738453,-26.242878,90.329804,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618432963.304724,0.000000
105.000000,9.099177,7.995906,-18.482586,58.185364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618432963.304724,0.000000
106.000000,-4.117630,15.602863,-32.088342,86.926495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618432963.305425,0.000000
106.000000,6.122216,7.333944,-32.593228,162.577191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618432963.305425,0.000000
107.000000,7.965987,4.106410,-15.165294,71.188996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618432963.335366,0.000000
107.000000,7.416222,-3.059238,-19.686833,25.936206,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618432963.335366,0.000000
108.000000,-8.886002,-10.535298,-34.059269,98.924094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618432963.336092,0.000000
108.000000,13.100870,4.989027,-22.050450,148.391750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618432963.336092,0.000000
109.000000,10.142609,-22.054190,-23.853082,79.237260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1618432963.336825,0.000000
